MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367773370,2018-01-01T08:01:11Z,35.08478,-90.10912,0.2,322.5,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:02:20Z,35.08475,-90.10913,1,194.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:03:21Z,35.08415,-90.10913,3,201.9,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:04:30Z,35.08261,-90.11096,6.9,237.9,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:05:40Z,35.08145,-90.11332,6.8,240.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:06:51Z,35.08038,-90.11576,6.8,243.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:08:00Z,35.07939,-90.1181,6.8,241,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:09:11Z,35.07841,-90.120590000000007,6.8,248.4,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:10:21Z,35.07742,-90.12307,7,240.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:11:31Z,35.07679,-90.12562,6.8,262.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T01:00:08Z,30.01338,-90.75754,5.5,92.2,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T01:01:19Z,30.01331,-90.75716,0,333.4,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:12:40Z,35.07739,-90.12603,5.1,65.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T01:02:20Z,30.01338,-90.75713,0.1,311.7,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T01:03:28Z,30.01333,-90.75719,0,286.2,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:13:51Z,35.0781,-90.12404,5.1,46.4,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T01:04:38Z,30.01329,-90.75719,0.1,264.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T01:05:49Z,30.01335,-90.75712,0,249.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T01:06:57Z,30.01332,-90.75713,0.1,232.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T01:07:58Z,30.01331,-90.75717,0.6,260.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:36:58Z,30.01277,-90.75789,0,274.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:38:07Z,30.0128,-90.75789,0,273.8,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:39:08Z,30.01281,-90.7579,0.1,290.8,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:15:01Z,35.0788,-90.1242,0.6,314.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T08:40:19Z,30.01281,-90.75791,0,285.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:41:28Z,30.01279,-90.7579,0,277.3,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:16:11Z,35.07832,-90.12383,2.3,178.9,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:17:21Z,35.07749,-90.12496,5.6,256.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T08:42:39Z,30.01279,-90.75792,0,290,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:43:48Z,30.01278,-90.75791,0,296.6,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:44:49Z,30.01281,-90.75792,0,328,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:45:58Z,30.0128,-90.75789,0,327.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:47:09Z,30.01278,-90.75787,0,298,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:18:30Z,35.07755,-90.12727,6.4,276.9,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T08:48:18Z,30.0128,-90.75787,0,273,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:19:41Z,35.07763,-90.12987,6.6,263.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T08:49:29Z,30.01287,-90.75788,0.1,274.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:50:38Z,30.01282,-90.75786,0,305.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:51:48Z,30.01281,-90.75787,0.1,270.7,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:20:50Z,35.07797,-90.13237,6.5,288.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:22:00Z,35.07872,-90.13477,6.7,291.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:23:11Z,35.07943,-90.13729,6.6,284,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:24:21Z,35.08022,-90.13962,6.4,298.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:25:30Z,35.08123,-90.14179,6.5,297.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:26:40Z,35.08263,-90.14351,6.1,323.5,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:27:50Z,35.08393,-90.14551,6.5,298.4,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:29:00Z,35.08451,-90.14736,3.8,254.7,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:30:11Z,35.08445,-90.14906,5,336.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:31:21Z,35.08527,-90.14901,1.3,17,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T08:05:24Z,34.40805,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367384840,2018-01-01T08:08:24Z,34.40804,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367384840,2018-01-01T08:11:23Z,34.40806,-119.69152,0,320.7,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367384840,2018-01-01T08:14:26Z,34.40804,-119.69153,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367384840,2018-01-01T08:17:23Z,34.40803,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T08:52:57Z,30.0128,-90.75787,0.1,263.7,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367384840,2018-01-01T08:20:24Z,34.40803,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T08:54:08Z,30.0128,-90.75788,0,277.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367384840,2018-01-01T08:23:23Z,34.40804,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T08:55:18Z,30.0128,-90.75786,0.1,320.3,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:32:30Z,35.08528,-90.14894,0,75.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T08:56:29Z,30.01279,-90.75785,0,347,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:57:37Z,30.01277,-90.75787,0.1,255.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:58:48Z,30.01275,-90.75794,0,241.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T08:59:57Z,30.01276,-90.75792,0,318,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T09:00:08Z,30.01276,-90.75791,0,322.2,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T09:01:18Z,30.01279,-90.75789,0,328.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:34:50Z,35.08519,-90.14894,0,250.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:33:40Z,35.08529,-90.148929999999993,0.2,116.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T09:02:29Z,30.01281,-90.75788,0,306.4,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T08:36:01Z,35.08514,-90.14891,0.5,189.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:26:42Z,35.08482,-90.1617,1,264.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T08:26:24Z,34.40803,-119.69151,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367384840,2018-01-01T08:29:26Z,34.40803,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T09:03:38Z,30.0128,-90.75786,0,312.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367384840,2018-01-01T08:32:23Z,34.40803,-119.69151,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T09:04:48Z,30.01277,-90.75786,0,261.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367384840,2018-01-01T08:35:24Z,34.40803,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T07:25:32Z,35.08479,-90.1611,1.2,218.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
319001600,2018-01-01T08:01:47Z,25.6905,-80.26081,0,31.4,511,M/Y.ASASKA,NA,ZCYB6,0,5,34,7,0,0,A
367171010,2018-01-01T09:05:59Z,30.01277,-90.75787,0.1,283.6,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:27:51Z,35.085,-90.15955,8.6,84.7,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:29:00Z,35.08499,-90.15604,9.1,95.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T09:50:22Z,34.40803,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T09:07:08Z,30.01276,-90.75787,0.1,270.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T09:08:18Z,30.01272,-90.75787,0.1,267,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T09:09:27Z,30.01276,-90.75786,0,313,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T09:10:38Z,30.01281,-90.75788,0,301.8,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T09:11:47Z,30.01283,-90.75788,0.1,354.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:17:09Z,30.0132,-90.75459,0.5,103.2,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:18:18Z,30.01326,-90.75505,5.2,289.8,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:30:11Z,35.08472,-90.1525,9.2,101.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:19:20Z,30.01329,-90.75694,6.5,250.3,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:20:31Z,30.01285,-90.75789,0.4,189.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:32:31Z,35.08234,-90.14576,9.3,114,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T09:53:26Z,34.40803,-119.69151,0,279.5,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T06:21:40Z,30.01281,-90.75786,0.1,160.3,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:31:21Z,35.08358,-90.14899,9.4,113.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:33:40Z,35.08087,-90.1425,9.2,123,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:34:51Z,35.07932,-90.13946,9.1,122.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:36:01Z,35.0777,-90.13663,8.3,122.4,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:37:11Z,35.07666,-90.13362,8.6,107.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:38:21Z,35.07597,-90.13042,7.7,96.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:22:48Z,30.01279,-90.75785,0,192.6,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:23:58Z,30.01279,-90.75788,0,183.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:25:00Z,30.01279,-90.75785,0,168.6,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:26:08Z,30.01279,-90.75789,0,182.2,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:27:10Z,30.01281,-90.75789,0,167.7,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:28:17Z,30.0128,-90.75787,0,172.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:31:38Z,30.01281,-90.75788,0.1,119.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:39:30Z,35.07628,-90.12728,8.5,76.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:29:28Z,30.0128,-90.75787,0,158.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:30:30Z,30.01278,-90.75787,0,160.6,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:40:40Z,35.07699,-90.12402,8.8,70,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:33:50Z,30.01283,-90.75785,0,134.6,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:41:50Z,35.07811,-90.1208,8.9,63.4,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:32:41Z,30.01281,-90.75785,0,145.3,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367171010,2018-01-01T06:34:58Z,30.01281,-90.75787,0.1,119.2,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:43:00Z,35.07933,-90.11755,9.1,66.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:44:11Z,35.08035,-90.11449,8,52.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:36:08Z,30.0128,-90.75787,0.1,125.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:45:21Z,35.08208,-90.11205,7,41.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T09:56:22Z,34.40803,-119.69154,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T06:37:11Z,30.01278,-90.75789,0,165.4,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:46:31Z,35.08328,-90.1104,4.7,49.4,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:38:18Z,30.01283,-90.75787,0.1,172.3,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:47:40Z,35.08396,-90.10924,3.2,49.4,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:39:20Z,30.01278,-90.75782,0,167.1,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:48:51Z,35.08456,-90.10862,1.7,356.7,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:50:00Z,35.08479,-90.10847,0.8,150.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:40:31Z,30.0128,-90.75784,0,206.6,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:51:10Z,35.08469,-90.10847,0.5,187,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T09:59:22Z,34.40804,-119.69153,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T06:41:41Z,30.01277,-90.75782,0.1,190.4,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:52:21Z,35.08474,-90.10864,1.2,343,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:42:48Z,30.0128,-90.75784,0.1,106.7,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:53:22Z,35.08516,-90.10878,1.6,350.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:43:58Z,30.01281,-90.75784,0,147,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:54:30Z,35.08512,-90.10911,1.7,193.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T07:55:40Z,35.08458,-90.10922,0.7,186.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:45:01Z,30.01278,-90.75787,0,196.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:56:50Z,35.08514,-90.10894,2.1,35,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:46:08Z,30.01278,-90.75786,0,209.3,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T07:58:01Z,35.08555,-90.10855,1.8,301.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367171010,2018-01-01T06:47:11Z,30.01278,-90.75783,0,212.7,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367384840,2018-01-01T10:02:22Z,34.40803,-119.69153,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T07:59:11Z,35.08518,-90.10906,2,187.7,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T08:00:01Z,35.08479,-90.10911,1.2,189.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T01:07:00Z,35.08495,-90.15081,0.8,127.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T10:05:22Z,34.40804,-119.69153,0,277,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T06:48:30Z,30.01278,-90.75787,0,224.5,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T09:48:41Z,35.08049,-90.17466,0.2,1.7,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T09:49:50Z,35.08058,-90.17465,0.1,357.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T09:51:00Z,35.0806,-90.17463,0,44.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T09:52:11Z,35.08059,-90.17464,0,48.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T10:08:23Z,34.40805,-119.69154,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T09:53:20Z,35.08059,-90.17463,0,58,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T10:11:22Z,34.40803,-119.69153,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T09:54:30Z,35.08058,-90.17463,0.1,90,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T10:14:22Z,34.40804,-119.69155,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T09:55:41Z,35.08059,-90.17463,0.1,95.2,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T09:56:51Z,35.08059,-90.17463,0,95.8,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T10:17:22Z,34.40804,-119.69154,0,294.8,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T09:58:01Z,35.08059,-90.17463,0.1,100.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T10:20:24Z,34.40803,-119.69155,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367384840,2018-01-01T10:23:22Z,34.40804,-119.69154,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T09:59:10Z,35.08059,-90.17461,0.1,170.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T10:00:01Z,35.08059,-90.17461,0.1,134,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T20:26:17Z,34.40806,-119.69154,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T06:49:39Z,30.01278,-90.75787,0,237.9,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367773370,2018-01-01T10:01:10Z,35.08057,-90.17461,0,150.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T20:35:17Z,34.40807,-119.69156,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367384840,2018-01-01T20:41:17Z,34.40807,-119.69154,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
319001600,2018-01-01T08:04:45Z,25.69051,-80.26083,0,35.6,511,M/Y.ASASKA,NA,ZCYB6,0,5,34,7,0,0,A
367384840,2018-01-01T20:44:18Z,34.40805,-119.69154,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T10:02:20Z,35.08058,-90.17474,1.1,307.5,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T10:03:31Z,35.08066,-90.17472,0.1,46.6,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T20:47:16Z,34.40804,-119.69153,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367773370,2018-01-01T10:04:40Z,35.08066,-90.17474,0.1,38.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367773370,2018-01-01T10:05:51Z,35.08069,-90.17473,0.3,77.9,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T20:50:17Z,34.40805,-119.69155,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367171010,2018-01-01T06:50:41Z,30.01278,-90.75783,0,245.8,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367513150,2018-01-01T02:50:27Z,45.64346,-122.75277,0,286.5,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T02:51:29Z,45.64345,-122.75279,0.1,290,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367773370,2018-01-01T10:07:00Z,35.08068,-90.17477,0,206.5,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T20:53:17Z,34.40804,-119.69153,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367513150,2018-01-01T02:52:35Z,45.64343,-122.75281,0,289.1,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367773370,2018-01-01T10:09:20Z,35.08049,-90.17473,0.1,60.7,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367513150,2018-01-01T02:53:40Z,45.64344,-122.7528,0.1,295.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367171010,2018-01-01T08:01:08Z,30.01282,-90.75791,0,263,511,ED,NA,WDD6296,31,0,15,6,NA,31,A
367513150,2018-01-01T02:54:41Z,45.64348,-122.75281,0.1,306.8,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367384840,2018-01-01T20:56:17Z,34.40806,-119.69153,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367513150,2018-01-01T02:55:42Z,45.64342,-122.75281,0.1,305.6,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T02:56:46Z,45.64344,-122.75281,0,296.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367773370,2018-01-01T10:08:10Z,35.08048,-90.17475,0.5,87.1,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367513150,2018-01-01T02:57:50Z,45.64339,-122.75284,0,290.5,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T02:58:55Z,45.64342,-122.75284,0,287.5,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367773370,2018-01-01T10:10:30Z,35.08053,-90.17473,0.1,337.3,511,WALT WEPFER,NA,WDJ3994,31,0,21,7,NA,0,A
367384840,2018-01-01T00:35:28Z,34.40803,-119.69152,0,0,511,TRUTH,NA,WYV5559,60,NA,19,6,NA,NA,B
367513150,2018-01-01T02:59:56Z,45.64346,-122.75282,0,285.3,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
