ship_id,callsign,shipname,draught,imo,ais_type_summary,mmsi,speed,avg_speed,destination,distance_to_go,distance_travelled,eta,eta_calc,eta_updated,heading,lon,lat,max_speed,timestamp,utc_seconds,current_location,jenis_alert,track
688967,VRFZ3,GREAT JIN,183,9526679,Cargo,477726100,86,10.4,DAMPIER AU,665,3226,2022-06-17T08:00:00Z,2022-06-17T04:34:00Z,NA,168,115858,-1076807,12.6,2021-09-24T02:24:00Z,52,0101000020E610000000000080E9F65C4000000080408925C0,ALERT-HLD-ALKI,"LINESTRING(119.4586 2.584882,119.4481 2.42594,119.4402 2.303478,119.4346 2.223587,119.4258 2.107308,119.4225 2.068578,119.4123 1.949592,119.3974 1.79625,119.3753 1.613248,119.3638 1.473327,119.3493 1.294177,119.3458 1.251115,119.3363 1.135252,119.302 0.925232,119.271 0.772138,119.2461 0.664545,119.217 0.540118,119.1896 0.406832,119.1518 0.238388,119.126 0.115067,119.1078 0.022325,119.0896 -0.067795,119.0755 -0.136218,119.0421 -0.286268,119.0061 -0.442747,118.9779 -0.565713,118.9512 -0.714085,118.9344 -0.801168,118.9081 -0.953518,118.8905 -1.055722,118.8782 -1.127602,118.8782 -1.127602)"
688974,VRGK4,HEBEI UNIVERSE,86,9420590,Cargo,477726600,102,9.6,CN LSN,2221,1317,2022-06-22T10:00:00Z,2022-06-23T00:12:00Z,NA,11,120026,6804461,10.6,2021-09-10T09:41:00Z,7,0101000020E610000000000000AA015E40000000A0C4371B40,ALERT-HLD-ALKI,"LINESTRING(118.9683 -0.488333,118.9891 -0.381997,119.0082 -0.282092,119.0313 -0.14635,119.0555 -0.020223,119.073 0.067248,119.0976 0.19316,119.1122 0.293697,119.1303 0.403282,119.1455 0.48903,119.2348 0.98869,119.2712 1.1848,119.3026 1.38694,119.37 1.85,119.3829 1.929443,119.3977 2.030122,119.474 2.561345,119.474 2.561345,119.5389 2.994923,119.5389 2.994923)"
688974,VRGK4,HEBEI UNIVERSE,86,9420590,Cargo,477726600,102,9.6,CN LSN,2221,1317,2022-06-22T10:00:00Z,2022-06-23T00:12:00Z,NA,11,120026,6804461,10.6,2021-09-10T09:41:00Z,7,0101000020E610000000000000AA015E40000000A0C4371B40,ALERT-HLD-ALKI,"LINESTRING(118.3254 -4.852607,118.2573 -5.217747,118.1639 -5.373492,118.1567 -5.385,117.986 -5.691365,117.9097 -5.821249,117.8795 -5.875699,117.7792 -6.062705,117.7344 -6.138237,117.654 -6.272943,117.585 -6.393333,117.5427 -6.472028,117.4922 -6.556472,117.3861 -6.730828,117.324 -6.837815,117.2784 -6.927297,117.2008 -7.070105,117.143 -7.171838,117.0984 -7.248905,116.9998 -7.418867,116.9998 -7.418867,116.9326 -7.655213,116.9185 -7.680408,116.8619 -8.126795,116.8414 -8.247965,116.8414 -8.247965)"
688974,VRGK4,HEBEI UNIVERSE,86,9420590,Cargo,477726600,102,9.6,CN LSN,2221,1317,2022-06-22T10:00:00Z,2022-06-23T00:12:00Z,NA,11,120026,6804461,10.6,2021-09-10T09:41:00Z,7,0101000020E610000000000000AA015E40000000A0C4371B40,ALERT-HLD-ALKI,"LINESTRING(118.5505 -2.993925,118.5199 -3.25466,118.5091 -3.319713,118.495 -3.40616,118.4779 -3.574663,118.4521 -3.75513,118.4509 -3.892245,118.435 -4.013333,118.4104 -4.1457,118.3974 -4.260965,118.3797 -4.398777,118.3584 -4.531707,118.3394 -4.66506,118.3273 -4.786557,118.3171 -4.921942,118.3036 -5.000302,118.2825 -5.135943,118.2207 -5.275084,118.1569 -5.384287,118.1103 -5.470153,118.0301 -5.609925,117.968 -5.714493,117.8965 -5.842077,117.8587 -5.911773,117.8045 -5.985394,117.6735 -6.237524,117.6735 -6.237524)"
688974,VRGK4,HEBEI UNIVERSE,86,9420590,Cargo,477726600,102,9.6,CN LSN,2221,1317,2022-06-22T10:00:00Z,2022-06-23T00:12:00Z,NA,11,120026,6804461,10.6,2021-09-10T09:41:00Z,7,0101000020E610000000000000AA015E40000000A0C4371B40,ALERT-HLD-ALKI,"LINESTRING(117.1503 -7.16016,117.1503 -7.16016,117.0212 -7.38753,116.9835 -7.496767,116.961 -7.603667,116.9142 -7.85342,116.625 -8.99745,116.6271 -9.055331,116.6317 -9.087668,116.6317 -9.087668)"
688977,VRGK3,ENTERPRISE STAR,86,9423968,Cargo,477726700,91,8.4,CNBEI,2140,751,2022-06-25T03:00:00Z,2022-06-25T22:10:00Z,NA,29,1184115,-3371298,15.1,2021-09-20T22:30:00Z,24,0101000020E610000000000000569A5D40000000206BF80AC0,ALERT-HLD-ALKI,"LINESTRING(119.3749 2.002807,119.3633 1.875933,119.3449 1.714733,119.3361 1.627785,119.2973 0.97005,119.2958 0.961017,119.2394 0.615418,119.2309 0.544462,119.1669 -0.126062,119.1539 -0.230223,119.1167 -0.43,119.0915 -0.561982,119.0682 -0.679962,119.0382 -0.796898,119.021 -0.908732,119.0094 -0.973285,118.9951 -1.049772,118.9714 -1.171407,118.9714 -1.171407)"
688977,VRGK3,ENTERPRISE STAR,86,9423968,Cargo,477726700,91,8.4,CNBEI,2140,751,2022-06-25T03:00:00Z,2022-06-25T22:10:00Z,NA,29,1184115,-3371298,15.1,2021-09-20T22:30:00Z,24,0101000020E610000000000000569A5D40000000206BF80AC0,ALERT-HLD-ALKI,"LINESTRING(117.1617 -6.243906,117.1398 -6.391943,117.126 -6.473279,117.091 -6.689595,117.0686 -6.832437,117.0428 -6.996278,117.0024 -7.25677,116.9551 -7.57381,116.9264 -7.805178,116.9089 -7.927752,116.9089 -7.927752,116.8574 -8.197793,116.8282 -8.364333,116.8011 -8.413548,116.6977 -8.609388,116.6389 -8.96539,116.6389 -8.96539,116.6608 -9.1885,116.669 -9.234834,116.7276 -9.637078,116.7612 -9.829618,116.7783 -9.960682,116.7901 -10.04751,116.7938 -10.06857,116.8373 -10.33247,116.8435 -10.37669,116.8435 -10.37669)"
688977,VRGK3,ENTERPRISE STAR,86,9423968,Cargo,477726700,91,8.4,CNBEI,2140,751,2022-06-25T03:00:00Z,2022-06-25T22:10:00Z,NA,29,1184115,-3371298,15.1,2021-09-20T22:30:00Z,24,0101000020E610000000000000569A5D40000000206BF80AC0,ALERT-HLD-ALKI,"LINESTRING(119.2289 1.602195,119.2031 1.42032,119.1967 1.371938,119.1585 1.08946,119.1585 1.08946,119.0757 0.493765,119.0757 0.493765,119.0028 -0.047395,118.9978 -0.086257,118.9927 -0.190863,118.9323 -0.56474,118.9246 -0.603702,118.8943 -0.803768,118.8675 -0.993092,118.8563 -1.11555,118.8064 -1.472257,118.7911 -1.579918,118.7725 -1.711088,118.7567 -1.836667,118.743 -1.958977,118.7377 -2.00136,118.7377 -2.00136)"
689231,VRIQ5,EASTERN GLAMOUR,76,9459345,Cargo,477759600,121,13,NEWCASTLE AUS,2610,377,2022-06-16T01:00:00Z,2022-06-12T15:46:00Z,NA,146,1383995,39116,13.6,2021-09-28T07:54:00Z,44,0101000020E6100000000000C0C84C614000000000F54A0F40,ALERT-HLD-ALKI,"LINESTRING(119.8641 5.9989,119.8122 5.801483,119.7794 5.7077,119.7457 5.549383,119.7102 5.389117,119.6704 5.253483,119.6197 5.05755,119.6092 4.93435,119.6061 4.771317,119.5967 4.607183,119.5984 4.435517,119.5976 4.198067,119.5961 4.0157,119.5818 3.855933,119.5701 3.695667,119.5622 3.593017,119.5543 3.440083,119.5475 3.360917,119.5184 3.090717,119.5059 2.983467,119.4903 2.8194,119.4752 2.655,119.4581 2.490767,119.4478 2.3287,119.4384 2.167967,119.4215 1.950317,119.4152 1.896167,119.3979 1.679467,119.3905 1.514167,119.3767 1.3491,119.3585 1.132417,119.3585 1.132417)"
689396,3EZY8,SIROCCO,67,9603996,Cargo,355646000,10,11.3,SINGAPORE,0,3363,2022-06-17T02:15:00Z,2022-06-17T03:57:00Z,NA,299,1039839,1264905,12.3,2021-10-06T00:55:00Z,39,0101000020E610000000000040F8FE5940000000000D3DF43F,ALERT-HLD-ALKI,"LINESTRING(119.3985 1.943003,119.388 1.83615,119.3693 1.625517,119.3693 1.625517,119.4207 1.347555,119.4539 1.374333,119.4593 1.38146,119.4822 1.407423,119.4963 1.420077,119.4468 1.314365,119.3598 1.164092,119.2906 1.04129,119.2127 0.92726,119.0302 0.682733,118.9502 0.576877,118.8587 0.451613,118.7607 0.320335,118.6776 0.20387,118.5854 0.12542,118.3813 0.007862,118.2613 -0.056847,118.1242 -0.13514,117.9921 -0.20716,117.8981 -0.253832,117.7867 -0.265415,117.7207 -0.267623,117.7006 -0.289872,117.7006 -0.289872)"
689422,VRFY8,GREAT ZHOU,89,9445320,Cargo,477779800,111,9.8,CN LYG,2240,1302,2022-06-25T03:00:00Z,2022-06-26T03:57:00Z,NA,6,1196462,4418243,12.4,2021-09-22T10:54:00Z,38,0101000020E6100000000000605BE95D40000000E047AC1140,ALERT-HLD-ALKI,"LINESTRING(117.5795 -9.761218,117.5795 -9.761218,117.2522 -9.645962,116.2565 -9.293471,116.2319 -9.28368,116.1615 -9.257341,116.027 -9.20578,115.7496 -9.11402,115.7496 -9.11402)"
689422,VRFY8,GREAT ZHOU,89,9445320,Cargo,477779800,111,9.8,CN LYG,2240,1302,2022-06-25T03:00:00Z,2022-06-26T03:57:00Z,NA,6,1196462,4418243,12.4,2021-09-22T10:54:00Z,38,0101000020E6100000000000605BE95D40000000E047AC1140,ALERT-HLD-ALKI,"LINESTRING(113.8021 -5.683207,114.653 -5.986152,115.3702 -6.146407,115.5487 -6.139147,115.7714 -6.14412,115.9369 -6.138838,116.0164 -6.138223,116.1776 -6.261207,116.2462 -6.304645,116.4031 -6.486982,116.4398 -6.630045,116.4398 -6.641782,116.3906 -6.97762,116.3906 -6.97762)"
689431,3FQM6,MARINE FORTUNE,135,9185798,Cargo,355477000,120,13.3,KOHSICHANG,403,1175,2022-04-25T04:00:00Z,2022-04-25T04:35:00Z,NA,301,1039454,738865,13.5,2021-12-02T05:25:00Z,22,0101000020E61000000000006081FC594000000040FA8D1D40,ALERT-HLD-ALKI,"LINESTRING(119.4309 2.9102,119.431 2.804967,119.4162 2.648583,119.3896 2.4708,119.3669 2.331783,119.339 2.139517,119.3255 2.00505,119.3065 1.9152,119.2447 1.544867,119.2237 1.440067,119.1909 1.20655,119.1885 1.1748,119.155 0.973333,119.0992 0.81625,119.0014 0.659667,118.9103 0.523483,118.8507 0.41875,118.7722 0.323183,118.6883 0.16385,118.6124 0.015967,118.5194 -0.091633,118.3912 -0.1262,118.2389 -0.165333,118.1261 -0.19305,117.9396 -0.23975,117.8558 -0.245617,117.7375 -0.25615,117.6859 -0.2755,117.6859 -0.2755)"
689431,3FQM6,MARINE FORTUNE,135,9185798,Cargo,355477000,120,13.3,KOHSICHANG,403,1175,2022-04-25T04:00:00Z,2022-04-25T04:35:00Z,NA,301,1039454,738865,13.5,2021-12-02T05:25:00Z,22,0101000020E61000000000006081FC594000000040FA8D1D40,ALERT-HLD-ALKI,"LINESTRING(117.6561 -0.302183,117.6561 -0.30215,117.6562 -0.302417,117.6564 -0.3026,117.6564 -0.302717,117.6563 -0.302233,117.6562 -0.3023,117.6563 -0.302267,117.6563 -0.3023,117.6562 -0.302117,117.6561 -0.302083,117.6561 -0.302,117.656 -0.302033,117.6561 -0.302133,117.6562 -0.302267,117.656 -0.302017,117.6559 -0.301833,117.6559 -0.301833,117.6557 -0.301783,117.6556 -0.3016,117.6563 -0.3023,117.6543 -0.3032,117.6945 -0.293883,117.8028 -0.25735,117.9967 -0.217333,118.1361 -0.184217,118.2482 -0.160333,118.4324 -0.1194,118.568 0.010383,118.6478 0.108667,118.7259 0.214833,118.7259 0.214833)"
689433,3ECW5,HE YUAN,73,9146950,Cargo,371073000,1,10.4,TAN JUNG/ID,1491,1542,2022-06-15T12:00:00Z,2022-06-21T01:05:00Z,NA,318,1163686,-3192033,9,2021-09-24T13:38:00Z,27,0101000020E61000000000002097175D40000000A0488909C0,ALERT-HLD-ALKI,"LINESTRING(119.1998 1.741867,119.1893 1.684667,119.1418 1.392783,119.1181 1.24925,119.0977 1.12215,119.0697 0.956317,118.9801 0.770883,118.8881 0.598967,118.8228 0.4726,118.7434 0.325217,118.6154 0.090567,118.5815 0.02475,118.4717 -0.177633,118.4203 -0.2794,118.3371 -0.430383,118.3371 -0.430383,118.1793 -0.7275,118.1646 -0.756867,118.0967 -0.884617,117.102 -1.8323,117.102 -1.8323)"
689455,YBLH2,DRY TRANSPORT,124,9214082,Cargo,525021452,1,8.4,ID MOROSI,0,463,2022-06-10T13:00:00Z,NA,NA,511,1225308,-3845967,9,2021-09-28T09:53:00Z,38,0101000020E6100000000000A0F8A15E40000000608AC40EC0,ALERT-BLACKSHIP,"LINESTRING(122.5323 -3.849233,122.5323 -3.849233,122.5323 -3.849517,122.5325 -3.8492,122.5307 -3.849933,122.5297 -3.84752,122.5316 -3.84625,122.5291 -3.847283,122.5287 -3.847227,122.5309 -3.8497,122.5293 -3.846983,122.5288 -3.8472,122.5306 -3.846867,122.5326 -3.849567,122.532 -3.84975,122.0705 -5.746567,120.6728 -5.709233,120.2187 -5.731,120.1837 -5.739917,120.0878 -5.7635,120.0014 -5.784117,119.9054 -5.795,119.8111 -5.8049,119.7224 -5.808233,119.6284 -5.79515,119.5362 -5.77945,119.4451 -5.761467,119.3489 -5.741384,118.8336 -5.150717,118.8227 -5.067567,118.8191 -5.026567,118.7782 -4.439217,118.7353 -3.671817,118.7353 -3.671817,118.7286 -3.553,118.7169 -3.393683,118.7038 -3.208883,118.6956 -3.132433,118.6796 -3.016883,118.6622 -2.89545,118.6189 -2.60205,118.6165 -2.583517,118.5866 -2.4101,118.5804 -2.370717,118.589 -2.3165,118.5259 -1.903317,118.514 -1.8292,118.5051 -1.753617,118.5051 -1.753617)"
689455,YBLH2,DRY TRANSPORT,124,9214082,Cargo,525021452,1,8.4,ID MOROSI,0,463,2022-06-10T13:00:00Z,NA,NA,511,1225308,-3845967,9,2021-09-28T09:53:00Z,38,0101000020E6100000000000A0F8A15E40000000608AC40EC0,ALERT-BLACKSHIP,"LINESTRING(122.5308 -3.846967,122.5308 -3.846967,122.5306 -3.84695,122.5327 -3.846767,122.5297 -3.846717,122.5298 -3.846683,122.5295 -3.84795,122.5301 -3.847767,122.5296 -3.846667,122.5297 -3.84725,122.5323 -3.849233,122.5323 -3.849233,122.5323 -3.849517,122.5325 -3.8492,122.5307 -3.849933,122.5297 -3.84752,122.5316 -3.84625,122.5291 -3.847283,122.5287 -3.847227,122.5309 -3.8497,122.5293 -3.846983,122.5288 -3.8472,122.5306 -3.846867,122.5326 -3.849567,122.532 -3.84975,122.0705 -5.746567,120.6728 -5.709233,120.2187 -5.731,120.1837 -5.739917,120.0878 -5.7635,120.0014 -5.784117,119.9054 -5.795,119.8111 -5.8049,119.7224 -5.808233,119.6284 -5.79515,119.5362 -5.77945,119.4451 -5.761467,119.3489 -5.741384,118.8336 -5.150717,118.8227 -5.067567,118.8191 -5.026567,118.7782 -4.439217,118.7353 -3.671817,118.7353 -3.671817,118.7286 -3.553,118.7169 -3.393683,118.7038 -3.208883,118.6956 -3.132433,118.6956 -3.132433)"
689469,CQAC7,AS CAROLINA,93,9314935,Cargo,255806137,6,12.9,PORT KLANG,12,3972,2022-06-18T02:00:00Z,2022-06-17T03:21:00Z,NA,166,1012681,2798115,21.3,2021-10-03T04:57:00Z,29,0101000020E61000000000008028515940000000208A620640,ALERT-HLD-ALKI,"LINESTRING(122.817 -7.758574,122.5023 -7.723008,122.2705 -7.6957,122.1175 -7.68344,121.6604 -7.649695,121.4351 -7.633578,121.0378 -7.605063,120.2991 -7.478565,119.9035 -7.402618,119.8214 -7.386175,119.5961 -7.341653,118.1754 -6.922425,117.0254 -6.468793,116.8834 -6.412707,116.6672 -6.327645,116.6672 -6.327645)"
689595,MJZN9,AQUA SPLENDOR,88,9567104,Cargo,232038123,123,11,CNZHA,2145,672,2022-06-12T12:00:00Z,2022-06-12T15:01:00Z,NA,8,1093243,7379555,12.1,2021-10-09T07:22:00Z,60,0101000020E610000000000060C1545B4000000020AA841D40,ALERT-HLD-ALKI,"LINESTRING(115.7095 -9.176311,115.7038 -9.144341,115.6875 -9.021118,115.7623 -8.703852,115.7735 -8.664804,115.8375 -8.485497,115.8867 -8.298638,115.8119 -8.187239,115.7733 -8.140984,115.6619 -8.00433,114.7283 -6.923296,114.5946 -6.831422,114.4287 -6.70404,114.3734 -6.662627,114.0884 -6.46702,114.0884 -6.46702,114.0884 -6.46702)"
689613,VRHN3,OCEAN ARTEMIS,80,9534987,Cargo,477814500,129,11.2,SGP PEBGC,109,4732,2022-06-17T14:00:00Z,2022-06-17T11:39:00Z,NA,113,1025931,1726025,14.3,2021-09-19T07:54:00Z,40,0101000020E610000000000060F5A5594000000060CC9DFB3F,ALERT-HLD-ALKI,"LINESTRING(117.6641 -0.263868,117.6639 -0.264002,117.6639 -0.264012,117.6641 -0.263947,117.6639 -0.26402,117.6636 -0.264098,117.6636 -0.264013,117.6643 -0.263307,117.664 -0.263072,117.6638 -0.263228,117.663 -0.263798,117.6622 -0.263598,117.6625 -0.263667,117.6627 -0.263693,117.6628 -0.263728,117.6641 -0.263778,117.6641 -0.263728,117.6641 -0.264005,117.7373 -0.278802,117.8224 -0.35199,117.9243 -0.43975,117.9961 -0.504813,118.0468 -0.695133,118.0567 -0.738053,118.1002 -0.936035,118.2347 -1.546932,118.2347 -1.546932)"
689652,VRKA3,ASL VENUS,126,9233595,Cargo,477817800,130,13,SANTOS,8495,3813,2022-06-06T01:00:00Z,2022-06-05T08:59:00Z,NA,266,9546048,6020745,12.9,2021-10-03T19:23:00Z,11,0101000020E61000000000008078DD5740000000203E151840,ALERT-HLD-ALKI,"LINESTRING(119.4707 3.138743,119.4539 3.011847,119.4387 2.866375,119.4243 2.729698,119.3767 2.318895,119.3516 2.106653,119.3357 1.957342,119.3224 1.830152,119.3048 1.709038,119.2828 1.565562,119.2509 1.417313,119.2218 1.274863,119.2048 1.17693,119.167 0.987645,119.1316 0.815745,119.0778 0.676188,118.9509 0.566892,118.8117 0.470073,118.7246 0.407953,118.6135 0.331028,118.5521 0.287322,118.3526 0.140658,118.279 0.088938,118.1334 -0.0126,117.9956 -0.110838,117.909 -0.168267,117.7645 -0.254017,117.6916 -0.259642,117.6629 -0.277362,117.6649 -0.27981,117.6649 -0.27981)"
689759,9HA5356,SEALEADER II,181,9439606,Cargo,215895000,104,10.8,AU PHE,661,1772,2022-06-15T21:00:00Z,2022-06-15T18:50:00Z,NA,160,1160805,-1066877,13.9,2021-09-17T19:01:00Z,47,0101000020E6100000000000E026055D4000000000695625C0,ALERT-HLD-ALKI,"LINESTRING(115.2973 -7.603625,115.3831 -7.710393,115.3831 -7.710393,115.5907 -7.965795,115.5907 -7.965795,115.8351 -8.283875,115.8133 -8.41754,115.7743 -8.526192,115.7438 -8.621368,115.7044 -8.728579,115.6701 -8.836159,115.6512 -8.944478,115.6561 -9.047477,115.6579 -9.15681,115.6579 -9.15681)"
689759,9HA5356,SEALEADER II,181,9439606,Cargo,215895000,104,10.8,AU PHE,661,1772,2022-06-15T21:00:00Z,2022-06-15T18:50:00Z,NA,160,1160805,-1066877,13.9,2021-09-17T19:01:00Z,47,0101000020E6100000000000E026055D4000000000695625C0,ALERT-HLD-ALKI,"LINESTRING(115.5936 -7.947327,115.5177 -7.836335,115.417 -7.707228,115.3061 -7.580742,113.3138 -5.783292,113.0079 -5.55186,113.0079 -5.55186,112.7375 -5.391578,112.4953 -5.227205,112.4257 -5.187047,112.0207 -4.975435,112.0207 -4.975435)"
689759,9HA5356,SEALEADER II,181,9439606,Cargo,215895000,104,10.8,AU PHE,661,1772,2022-06-15T21:00:00Z,2022-06-15T18:50:00Z,NA,160,1160805,-1066877,13.9,2021-09-17T19:01:00Z,47,0101000020E6100000000000E026055D4000000000695625C0,ALERT-HLD-ALKI,"LINESTRING(114.2156 -6.526287,114.6469 -6.878149,114.7909 -6.99427,114.9999 -7.225202,115.134 -7.394011,115.1794 -7.453683,115.3056 -7.609203,115.4147 -7.745857,115.5009 -7.857333,115.5353 -7.902128,115.6928 -8.100117,115.7773 -8.216164,115.8456 -8.338737,115.8456 -8.338737)"
689830,VRND5,HC SUNSHINE,71,9202584,Cargo,477845400,0,12.1,TABONEO,0,684,2022-06-09T06:00:00Z,NA,NA,322,1144805,-3748733,11.6,2021-09-26T06:23:00Z,38,0101000020E610000000000080C09E5C40000000C067FD0DC0,ALERT-HLD-ALKI,"LINESTRING(117.8172 -1.25,117.8741 -1.195067,117.9903 -1.083083,118.0855 -0.98885,118.1407 -0.889783,118.2212 -0.738417,118.2642 -0.647183,118.3124 -0.56565,118.4005 -0.4086,118.4625 -0.295067,118.5132 -0.19925,118.5851 -0.068433,118.6489 0.073533,118.7187 0.191233,118.7873 0.2953,118.8909 0.445917,118.9476 0.553467,119.0089 0.678983,119.049 0.764917,119.0863 0.85115,119.1423 0.989633,119.3764 2.494383,119.3777 2.509033,119.3777 2.509033)"
689969,3FNT8,GUANG YUAN,72,9218521,Cargo,371741000,0,9.8,BUNATI,0,1925,2022-06-13T14:00:00Z,NA,NA,51,1157302,-3964495,13.5,2021-09-27T21:21:00Z,4,0101000020E6100000000000A0BBEE5C400000002049B70FC0,ALERT-HLD-ALKI,"LINESTRING(117.7221 -0.226742,117.7329 -0.21662,117.8066 -0.173507,117.9561 -0.153675,118.0508 -0.134947,118.1236 -0.060015,118.2024 0.019353,118.2118 0.059692,118.3222 0.146783,118.3728 0.193498,118.5631 0.383117,118.67 0.49086,118.7411 0.558933,118.8403 0.64545,118.8652 0.667733,119.0248 0.835488,119.0248 0.835488,119.1387 1.023552,119.1635 1.168122,119.1756 1.24962,119.1994 1.409293,119.2191 1.533393,119.2293 1.607505,119.2476 1.720917,119.2686 1.838343,119.3022 2.010055,119.3138 2.100478,119.3278 2.229512,119.3429 2.3358,119.3581 2.426565,119.3753 2.564783,119.3753 2.564783)"
689969,3FNT8,GUANG YUAN,72,9218521,Cargo,371741000,0,9.8,BUNATI,0,1925,2022-06-13T14:00:00Z,NA,NA,51,1157302,-3964495,13.5,2021-09-27T21:21:00Z,4,0101000020E6100000000000A0BBEE5C400000002049B70FC0,ALERT-HLD-ALKI,"LINESTRING(118.1544 0.727252,118.1545 0.72667,118.1542 0.726998,118.1545 0.726308,118.1545 0.726308,118.2243 0.701787,118.3375 0.675332,118.4901 0.662325,118.6124 0.681065,118.6924 0.697005,118.8096 0.724275,118.9405 0.802647,119.0495 0.908717,119.1037 0.978858,119.1248 1.103655,119.1358 1.186463,119.1446 1.243,119.1955 1.60628,119.2143 1.70734,119.2324 1.832095,119.2442 1.916482,119.2669 2.05385,119.2806 2.158097,119.2977 2.296007,119.322 2.459935,119.3389 2.555655,119.3667 2.750083,119.3918 2.927325,119.4087 3.037753,119.4087 3.037753)"
690073,VRHL4,BULK INTEGRITY,184,9566966,Cargo,477892700,79,9.9,PWL AU,0,1424,2022-06-23T15:00:00Z,NA,NA,195,1193731,1476017,11.2,2021-09-15T13:17:00Z,8,0101000020E6100000000000E0E0D75D4000000000C49DF73F,ALERT-HLD-ALKI,"LINESTRING(119.4583 2.643883,119.4412 2.431167,119.4251 2.259067,119.4157 2.146867,119.401 1.871983,119.3978 1.817483,119.3875 1.659433,119.3745 1.427967,119.3597 1.243267,119.3395 1.020783,119.3232 0.863583,119.2874 0.619217,119.2553 0.491133,119.2402 0.380667,119.2195 0.172467,119.217 -0.032833,119.2017 -0.12415,119.1638 -0.35055,119.1317 -0.505833,119.103 -0.6315,119.0696 -0.772583,119.0389 -0.902517,118.9929 -1.1044,118.9572 -1.245317,118.9281 -1.365383,118.8988 -1.486183,118.8442 -1.708633,118.8055 -1.8622,118.7772 -1.9779,118.7301 -2.1798,118.7301 -2.1798)"
690124,VRIU2,TAI SHAN,88,9613068,Cargo,477899200,107,10.1,CN QDG,2798,732,2022-06-23T14:00:00Z,2022-06-23T13:04:00Z,NA,9,1200398,6976582,12.4,2021-09-28T09:05:00Z,34,0101000020E6100000000000208C025E400000002005E81B40,ALERT-HLD-ALKI,"LINESTRING(119.6208 4.319167,119.4705 2.814777,119.4461 2.633543,119.3581 1.924978,119.3383 1.757923,119.3202 1.630918,119.3202 1.630918,119.2876 1.321887,119.2598 1.151638,119.2598 1.151638,119.219 0.916435,119.1817 0.669397,119.1447 0.475753,119.1447 0.475753,119.1043 0.23744,119.0669 0.052433,119.0669 0.052433)"
690138,VRIS2,HEBEI SHIJIAZHUANG,77,9482706,Cargo,477899600,125,12.2,QINGDAO,1837,1632,2022-06-09T21:00:00Z,2022-06-10T01:06:00Z,NA,10,1201601,733425,11.1,2021-09-10T01:11:00Z,39,0101000020E6100000000000203F0A5E40000000A045561D40,ALERT-HLD-ALKI,"LINESTRING(118.8142 -1.346767,118.8348 -1.1894,118.8612 -1.0501,118.8725 -0.89465,118.8938 -0.737717,118.9213 -0.582983,118.9472 -0.43325,118.9694 -0.275017,118.991 -0.116783,119.0147 0.040183,119.0425 0.2239,119.0682 0.385967,119.0921 0.545717,119.1133 0.702183,119.1345 0.840383,119.1548 1.003467,119.1572 1.01985,119.2204 1.4593,119.2455 1.607083,119.2721 1.7782,119.292 1.933917,119.3153 2.087983,119.3371 2.23885,119.3556 2.376783,119.383 2.565433,119.4029 2.698417,119.4272 2.857567,119.4447 2.978617,119.4681 3.13675,119.4847 3.2793,119.5067 3.419217,119.5067 3.419217)"
690140,VRIB6,OCEAN CHINA,182,9445291,Cargo,477899700,92,8.7,CN CFD,3089,742,2022-06-23T05:00:00Z,2022-06-22T07:33:00Z,NA,17,1202222,7333318,11.1,2021-09-27T05:59:00Z,54,0101000020E610000000000080380E5E400000006051551D40,ALERT-HLD-ALKI,"LINESTRING(116.8615 -8.212334,116.9246 -7.821572,117.019 -7.478667,117.0272 -7.443228,117.1235 -7.208447,117.7652 -6.045763,117.7652 -6.045763,117.8818 -5.843182,117.92 -5.783083,117.92 -5.783083)"
690140,VRIB6,OCEAN CHINA,182,9445291,Cargo,477899700,92,8.7,CN CFD,3089,742,2022-06-23T05:00:00Z,2022-06-22T07:33:00Z,NA,17,1202222,7333318,11.1,2021-09-27T05:59:00Z,54,0101000020E610000000000080380E5E400000006051551D40,ALERT-HLD-ALKI,"LINESTRING(118.4378 -4.34877,118.4453 -4.223166,118.4453 -4.223166,118.4573 -4.058798,118.4845 -3.766662,118.4987 -3.6705,118.683 -2.165333,118.7066 -2.055135,118.7317 -1.963043,118.7604 -1.86186,118.8093 -1.67,118.8093 -1.67)"
690140,VRIB6,OCEAN CHINA,182,9445291,Cargo,477899700,92,8.7,CN CFD,3089,742,2022-06-23T05:00:00Z,2022-06-22T07:33:00Z,NA,17,1202222,7333318,11.1,2021-09-27T05:59:00Z,54,0101000020E610000000000080380E5E400000006051551D40,ALERT-HLD-ALKI,"LINESTRING(118.8293 -1.597007,118.865 -1.48,118.899 -1.359833,118.9219 -1.234372,118.9506 -1.134427,119.2773 0.228603,119.2836 0.32626,119.2847 0.3415,119.293 0.496167,119.3051 0.642083,119.313 0.761333,119.3257 0.892153,119.339 1.0475,119.3468 1.131737,119.3615 1.286473,119.3702 1.397932,119.375 1.471595,119.387 1.581833,119.4008 1.709653,119.4124 1.849898,119.4194 1.927607,119.4377 2.046,119.4377 2.046)"
