ship_id,callsign,shipname,draught,imo,ais_type_summary,mmsi,speed,avg_speed,destination,distance_to_go,distance_travelled,eta,eta_calc,eta_updated,heading,lon,lat,max_speed,timestamp,utc_seconds,current_location,jenis_alert,track
714222,V7BB2,UACC SILA,82,9428358,Tanker,538005107,0,12,ID BPN,4,1421,2022-06-16T15:00:00Z,2022-06-16T12:42:00Z,NA,1,1167825,-1188717,13.6,2021-09-29T13:15:00Z,44,0101000020E61000000000008014325D4000000020FC04F3BF,ALERT-HLD-ALKI,"LINESTRING(115.7054 -8.932317,115.7382 -8.810384,115.763 -8.71655,115.8063 -8.604517,115.8298 -8.52855,115.8968 -8.324616,115.8614 -8.15945,115.8 -8.014234,115.7377 -7.869233,115.6113 -7.767167,115.5142 -7.63905,115.3971 -7.509666,115.3322 -7.4606,115.1985 -7.354434,115.1592 -7.319684,114.9709 -7.145233,114.9003 -7.083967,114.8246 -7.02125,114.6722 -6.885833,114.5533 -6.78745,114.3707 -6.63505,114.2764 -6.550883,114.1984 -6.480866,114.0331 -6.346617,113.9113 -6.241483,113.7565 -6.09165,113.6211 -5.960367,113.5717 -5.8903,113.4371 -5.8,113.3544 -5.7327,113.2286 -5.633,113.0822 -5.479983,113.0822 -5.479983)"
714222,V7BB2,UACC SILA,82,9428358,Tanker,538005107,0,12,ID BPN,4,1421,2022-06-16T15:00:00Z,2022-06-16T12:42:00Z,NA,1,1167825,-1188717,13.6,2021-09-29T13:15:00Z,44,0101000020E61000000000008014325D4000000020FC04F3BF,ALERT-AISDOWN-3DAY,"LINESTRING(115.6185 -8.974617,104.2523 1.266617,104.2523 1.266617)"
714541,V7EK7,AQUATA,113,9169330,Cargo,538005485,120,11.6,QUANZHOU,0,1733,2022-06-12T14:00:00Z,2022-06-12T17:46:00Z,NA,38,108189,7374472,13.5,2022-03-10T13:59:00Z,46,0101000020E6100000000000A0180C5B40000000A0757F1D40,ALERT-HLD-ALKI,"LINESTRING(116.8365 -3.696338,116.9273 -3.602632,116.9767 -3.55175,117.1457 -3.346918,117.5169 -2.844202,117.6262 -2.699793,117.7965 -2.513072,117.7965 -2.513072,118.0248 -2.18013,118.1145 -1.962738,118.1997 -1.764473,118.2381 -1.67335,118.3094 -1.506008,118.3539 -1.413037,118.4457 -1.186888,118.5121 -1.033665,118.5488 -0.965262,118.6097 -0.81923,118.6517 -0.712083,118.7121 -0.547103,118.7672 -0.416067,118.8286 -0.281238,118.8694 -0.178203,118.9525 0.015357,118.9814 0.10664,118.9814 0.10664)"
714541,V7EK7,AQUATA,113,9169330,Cargo,538005485,120,11.6,QUANZHOU,0,1733,2022-06-12T14:00:00Z,2022-06-12T17:46:00Z,NA,38,108189,7374472,13.5,2022-03-10T13:59:00Z,46,0101000020E6100000000000A0180C5B40000000A0757F1D40,ALERT-HLD-ALKI,"LINESTRING(119.0127 0.250675,119.0431 0.392132,119.0626 0.486118,119.1291 0.882102,119.1291 0.882102,119.1941 1.17958,119.218 1.278288,119.2586 1.449965,119.2918 1.604223,119.3158 1.715173,119.3327 1.862782,119.3458 2.054982,119.352 2.143418,119.3587 2.258837,119.3782 2.582033,119.395 2.783078,119.4102 2.932748,119.4274 3.045293,119.4635 3.258453,119.4901 3.409132,119.5166 3.562425,119.5456 3.714692,119.5642 3.813113,119.5961 4.010897,119.6124 4.111707,119.6396 4.304332,119.6535 4.450985,119.6606 4.636698,119.6607 4.804195,119.6607 4.804195)"
6146297,NA,STAR CRUISE.1,0,0,Search and Rescue,525299999,6,5.2,CLASS B,0,0,NA,NA,NA,511,1376859,-7613616,0,2021-10-21T12:37:00Z,60,0101000020E6100000000000E0F2356140000000C057741EC0,ALERT-AISDOWN-3DAY,"LINESTRING(138.2899 -7.0269,105.5185 1.370775,105.5185 1.370775)"
714691,9V3903,TORM INGEBORG,99,9243320,Tanker,565423000,1,8.7,NIPAH,3,48,2022-06-17T09:30:00Z,2022-06-17T02:01:00Z,NA,277,1035677,11273,12.3,2021-09-28T09:51:00Z,36,0101000020E61000000000004055E45940000000C06B09F23F,ALERT-HLD-ALKI,"LINESTRING(115.6159 -9.448617,115.7387 -8.79505,115.8495 -8.464367,115.9068 -8.298984,115.8875 -8.1878,115.8432 -8.0802,115.6854 -7.80625,115.6854 -7.80625,115.4141 -7.692433,114.4999 -6.7495,114.1215 -6.44815,114.1215 -6.44815)"
714737,V7GR6,UNION TAYLOR,106,9691644,Cargo,538005754,139,14.1,AU GLT,1331,357,2022-05-18T12:00:00Z,2022-05-18T00:31:00Z,NA,101,1371065,-1005974,14.5,2022-04-27T09:46:00Z,47,0101000020E6100000000000806823614000000040961E24C0,ALERT-HLD-ALKI,"LINESTRING(115.7005 -6.382292,116.6645 -6.796335,116.6645 -6.796335,116.8704 -6.878195,117.4799 -7.12657,117.5979 -7.175562,117.8484 -7.298368,117.933 -7.346142,118.0883 -7.425672,118.2595 -7.461709,118.2595 -7.461709,118.2595 -7.461709)"
714752,V7AW3,EMMANUEL C,62,9394909,Cargo,538005790,0,9,KENDAWANGAN ID,0,1770,2022-06-12T23:00:00Z,NA,NA,198,1099442,-24129,8.2,2021-09-18T05:58:00Z,37,0101000020E6100000000000C06D7C5B40000000809E4D03C0,ALERT-HLD-ALKI,"LINESTRING(116.7822 -1.195445,116.7822 -1.195393,116.7822 -1.195422,116.7822 -1.195403,116.7822 -1.19542,116.7822 -1.195467,116.7817 -1.195,116.7822 -1.225192,116.7991 -1.279703,116.8954 -1.328377,116.9645 -1.345497,116.9617 -1.348333,116.9738 -1.36122,117.1008 -1.454347,117.1244 -1.471335,117.8769 -2.238845,117.9863 -2.366042,117.9863 -2.366042)"
715869,9V6719,SHILING,128,9290452,Cargo,563102800,131,12.9,BOOBY ISLAND PBG,0,1534,2022-06-13T06:00:00Z,NA,NA,100,1376583,-10236,20.3,2021-09-20T17:09:00Z,51,0101000020E6100000000000C01035614000000000D57824C0,ALERT-HLD-ALKI,"LINESTRING(118.38 -6.269383,118.0634 -6.239316,118.0145 -6.234217,116.4669 -6.05115,116.2391 -6.02265,116.0153 -6.000733,116.0153 -6.000733)"
715869,9V6719,SHILING,128,9290452,Cargo,563102800,131,12.9,BOOBY ISLAND PBG,0,1534,2022-06-13T06:00:00Z,NA,NA,100,1376583,-10236,20.3,2021-09-20T17:09:00Z,51,0101000020E6100000000000C01035614000000000D57824C0,ALERT-HLD-ALKI,"LINESTRING(116.1105 -5.99125,116.2681 -6.010767,116.4727 -6.037483,116.6555 -6.058283,116.8364 -6.078917,117.0364 -6.099884,117.202 -6.12055,117.3475 -6.139417,117.5825 -6.170367,117.6295 -6.17565,117.9377 -6.210533,118.5087 -6.2808,118.6798 -6.299634,118.8706 -6.315267,119.0313 -6.334434,119.1986 -6.460166,119.3348 -6.5767,119.4755 -6.691967,119.6143 -6.813817,119.7578 -6.938167,119.8876 -7.0466,120.0443 -7.174517,120.1652 -7.274717,120.3062 -7.388583,120.3062 -7.388583,120.3062 -7.388583)"
715869,9V6719,SHILING,128,9290452,Cargo,563102800,131,12.9,BOOBY ISLAND PBG,0,1534,2022-06-13T06:00:00Z,NA,NA,100,1376583,-10236,20.3,2021-09-20T17:09:00Z,51,0101000020E6100000000000C01035614000000000D57824C0,ALERT-HLD-ALKI,"LINESTRING(119.0116 -6.442867,118.7993 -6.376733,118.6841 -6.3606,117.6674 -6.216166,117.5184 -6.181933,117.3652 -6.14615,117.1999 -6.153133,117.0902 -6.1486,116.9799 -6.124367,116.5605 -6.076,116.5605 -6.076)"
716123,YCHU2,BINTANG SAMUDRA T,55,9495856,Tanker,525119080,1,10.2,SINGAPORE PEBGC,0,1515,2022-05-14T15:15:00Z,NA,NA,170,1038032,1234295,11.7,2021-09-28T09:52:00Z,30,0101000020E6100000000000A067F3594000000020ACBFF33F,ALERT-AISDOWN-3DAY,"LINESTRING(119.3735 -5.116394,112.7008 -4.0559,112.7008 -4.0559)"
716123,YCHU2,BINTANG SAMUDRA T,55,9495856,Tanker,525119080,1,10.2,SINGAPORE PEBGC,0,1515,2022-05-14T15:15:00Z,NA,NA,170,1038032,1234295,11.7,2021-09-28T09:52:00Z,30,0101000020E6100000000000A067F3594000000020ACBFF33F,ALERT-AISDOWN-3DAY,"LINESTRING(114.5384 -4.284815,119.3092 -5.133722,119.3092 -5.133722)"
721782,YCWG2,OCEAN RIVER 01,58,9482809,Tanker,525500684,5,8.9,MOROWALI,0,1,2022-05-12T16:00:00Z,NA,NA,511,1221767,-2805345,6.8,2021-09-17T05:01:00Z,22,0101000020E6100000000000004F8B5E40000000C0587106C0,ALERT-AISDOWN-3DAY,"LINESTRING(117.8168 -4.660527,116.9567 -1.368362,116.9567 -1.368362)"
725920,V7A2274,ELANDRA SEA,115,9635779,Tanker,538008358,132,13,SGSIN,899,3422,2022-06-19T10:00:00Z,2022-06-19T03:14:00Z,NA,297,1114718,-4794513,12.4,2021-09-22T08:44:00Z,1,0101000020E61000000000000032DE5B40000000E0942D13C0,ALERT-HLD-ALKI,"LINESTRING(113.1421 -5.686882,113.3172 -5.809577,113.4429 -5.912967,113.5762 -6.015128,113.6369 -6.060877,115.2446 -7.475065,115.3493 -7.607375,115.4364 -7.75216,115.5366 -7.886725,115.6179 -7.980037,115.738 -8.120238,115.8483 -8.248963,115.8142 -8.421955,115.7456 -8.569593,115.6858 -8.723733,115.6618 -8.885418,115.6726 -9.006964,115.7471 -9.13033,115.7471 -9.13033)"
725920,V7A2274,ELANDRA SEA,115,9635779,Tanker,538008358,132,13,SGSIN,899,3422,2022-06-19T10:00:00Z,2022-06-19T03:14:00Z,NA,297,1114718,-4794513,12.4,2021-09-22T08:44:00Z,1,0101000020E61000000000000032DE5B40000000E0942D13C0,ALERT-HLD-ALKI,"LINESTRING(115.9242 -10.82073,115.91 -10.67877,115.8975 -10.53224,115.8848 -10.36398,115.8689 -10.21018,115.8434 -10.05908,115.8122 -9.929833,115.7965 -9.775434,115.7837 -9.648267,115.7705 -9.485253,115.7623 -9.336902,115.747 -9.168075,115.7352 -9.040948,115.7262 -8.888871,115.7626 -8.738071,115.8021 -8.615211,115.845 -8.49066,115.8786 -8.344664,115.8727 -8.197017,115.7888 -8.092087,115.6813 -7.974925,115.6127 -7.883445,115.5262 -7.792387,115.4167 -7.682657,115.3074 -7.56585,115.2491 -7.506982,115.2491 -7.506982)"
726561,D5ZW2,HANSA BITBURG,101,9435234,Cargo,636092998,0,10.4,SG PEBGA,0,131,2022-06-17T00:01:00Z,NA,NA,40,1038731,126145,18.9,2022-06-08T11:55:00Z,45,0101000020E6100000000000E0E0F7594000000040E62EF43F,ALERT-HLD-ALKI,"LINESTRING(117.0935 -6.152517,116.8833 -6.12915,116.5452 -6.0798,116.4034 -6.06045,116.4034 -6.06045,115.9993 -6.010317,115.5583 -5.95005,114.1784 -5.709383,114.0213 -5.655933,113.9517 -5.627234,113.9517 -5.627234)"
727568,PLAF,RED RESOURCE,65,9051583,Cargo,525025099,79,9.5,ID.PTL,0,46,2022-06-16T10:00:00Z,2022-06-17T04:49:00Z,NA,511,1194879,-0.8456900000000002,10.4,2021-09-28T09:52:00Z,5,0101000020E6100000000000C039DF5D4000000080E40FEBBF,ALERT-BLACKSHIP,"LINESTRING(119.8551 -0.710907,119.8551 -0.710867,119.853 -0.718762,119.8504 -0.723238,119.6064 -0.657643,119.4617 -0.87806,119.2158 -1.33909,119.1719 -1.460018,119.0715 -1.743198,119.0535 -1.791937,119.0149 -1.901935,118.9895 -1.972127,118.9559 -2.067127,118.9113 -2.190477,118.8624 -2.327563,118.8015 -2.498733,118.7597 -2.616857,118.7087 -2.75845,118.6177 -3.0137,118.4973 -3.186522,118.44 -3.221685,118.3764 -3.243633,118.288 -3.294713,118.1967 -3.342947,118.1273 -3.381995,118.0114 -3.445952,117.9486 -3.480762,117.7865 -3.569862,117.7179 -3.608363,117.6346 -3.653983,117.6078 -3.669192,117.3997 -3.786133,116.8248 -4.10324,116.8248 -4.10324,116.1856 -4.457258,116.1696 -4.466132,116.0293 -4.55716,115.8963 -4.653342,115.871 -4.671638,115.8113 -4.714492,115.7534 -4.756618,115.2221 -5.142063,114.2697 -5.828945,114.0929 -5.956272,114.0628 -5.97815,114.0266 -6.004283,113.9385 -6.067768,113.8729 -6.114927,113.8729 -6.114927)"
727568,PLAF,RED RESOURCE,65,9051583,Cargo,525025099,79,9.5,ID.PTL,0,46,2022-06-16T10:00:00Z,2022-06-17T04:49:00Z,NA,511,1194879,-0.8456900000000002,10.4,2021-09-28T09:52:00Z,5,0101000020E6100000000000C039DF5D4000000080E40FEBBF,ALERT-BLACKSHIP,"LINESTRING(119.8551 -0.710855,119.8551 -0.710895,119.8551 -0.710853,119.8551 -0.710865,119.8551 -0.710865,119.8551 -0.710835,119.8551 -0.710868,119.8551 -0.710883,119.8551 -0.710883,119.8551 -0.710907,119.8551 -0.710867,119.853 -0.718762,119.8504 -0.723238,119.6064 -0.657643,119.4617 -0.87806,119.2158 -1.33909,119.1719 -1.460018,119.0715 -1.743198,119.0535 -1.791937,119.0149 -1.901935,118.9895 -1.972127,118.9559 -2.067127,118.9113 -2.190477,118.8624 -2.327563,118.8015 -2.498733,118.7597 -2.616857,118.7087 -2.75845,118.6177 -3.0137,118.4973 -3.186522,118.44 -3.221685,118.3764 -3.243633,118.288 -3.294713,118.1967 -3.342947,118.1273 -3.381995,118.0114 -3.445952,117.9486 -3.480762,117.7865 -3.569862,117.7179 -3.608363,117.6346 -3.653983,117.6078 -3.669192,117.3997 -3.786133,116.8248 -4.10324,116.8248 -4.10324,116.1856 -4.457258,116.1696 -4.466132,116.0293 -4.55716,115.8963 -4.653342,115.871 -4.671638,115.871 -4.671638)"
727568,PLAF,RED RESOURCE,65,9051583,Cargo,525025099,79,9.5,ID.PTL,0,46,2022-06-16T10:00:00Z,2022-06-17T04:49:00Z,NA,511,1194879,-0.8456900000000002,10.4,2021-09-28T09:52:00Z,5,0101000020E6100000000000C039DF5D4000000080E40FEBBF,ALERT-BLACKSHIP,"LINESTRING(119.8551 -0.710892,119.8551 -0.710862,119.8551 -0.710878,119.7519 -0.628138,119.6082 -0.666483,119.5854 -0.701272,119.5169 -0.803,119.4525 -0.89807,119.3924 -0.985668,119.3397 -1.064893,119.2852 -1.150503,119.2388 -1.277672,119.2159 -1.343305,119.1647 -1.481593,119.079 -1.722732,119.079 -1.722732,119.0357 -1.840752,119.0015 -1.938053,118.9673 -2.035347,118.9338 -2.129962,118.9111 -2.192875,118.8425 -2.384227,118.8313 -2.416448,118.7964 -2.511562,118.7529 -2.63534,118.7423 -2.66444,118.7119 -2.74978,118.6717 -2.8634,118.6407 -2.949568,118.6079 -3.039257,118.5665 -3.130572,118.451 -3.202105,118.384 -3.239275,118.3086 -3.281023,118.1884 -3.347492,118.0763 -3.409893,117.9977 -3.45331,117.8837 -3.516387,117.8091 -3.5578,117.7391 -3.59652,117.6622 -3.639102,117.5305 -3.71229,117.4518 -3.757225,117.3505 -3.816018,117.242 -3.871655,117.1736 -3.911148,117.0296 -3.989867,116.9081 -4.057125,116.9081 -4.057125)"
727568,PLAF,RED RESOURCE,65,9051583,Cargo,525025099,79,9.5,ID.PTL,0,46,2022-06-16T10:00:00Z,2022-06-17T04:49:00Z,NA,511,1194879,-0.8456900000000002,10.4,2021-09-28T09:52:00Z,5,0101000020E6100000000000C039DF5D4000000080E40FEBBF,ALERT-BLACKSHIP,"LINESTRING(119.8551 -0.71086,119.8551 -0.710873,119.8551 -0.710873,119.8551 -0.710853,119.8551 -0.710867,119.8551 -0.710858,119.8551 -0.710857,119.8551 -0.710892,119.8551 -0.710887,119.8551 -0.710893,119.8551 -0.710863,119.8551 -0.710892,119.8551 -0.710862,119.8551 -0.710878,119.7519 -0.628138,119.6082 -0.666483,119.5854 -0.701272,119.5169 -0.803,119.4525 -0.89807,119.3924 -0.985668,119.3397 -1.064893,119.2852 -1.150503,119.2388 -1.277672,119.2159 -1.343305,119.1647 -1.481593,119.079 -1.722732,119.079 -1.722732,119.0357 -1.840752,119.0015 -1.938053,118.9673 -2.035347,118.9338 -2.129962,118.9111 -2.192875,118.8425 -2.384227,118.8313 -2.416448,118.7964 -2.511562,118.7529 -2.63534,118.7423 -2.66444,118.7119 -2.74978,118.6717 -2.8634,118.6407 -2.949568,118.6079 -3.039257,118.5665 -3.130572,118.451 -3.202105,118.384 -3.239275,118.3086 -3.281023,118.1884 -3.347492,118.0763 -3.409893,117.9977 -3.45331,117.9977 -3.45331)"
5479196,D5TW2,ELANDRA SOUND,131,9821706,Tanker,636019297,120,11.8,KRINC,2836,743,2022-06-24T14:00:00Z,2022-06-24T23:55:00Z,NA,358,1195736,199216,14,2021-12-24T14:35:00Z,98,0101000020E6100000000000E0B5E45D4000000020E3DFFF3F,ALERT-HLD-ALKI,"LINESTRING(114.951 -7.124222,115.031 -7.242708,115.1595 -7.409763,115.2719 -7.549006,115.3865 -7.686663,115.4683 -7.78029,115.589 -7.94002,115.6729 -8.066223,115.7439 -8.122737,115.8385 -8.308728,115.7754 -8.497184,115.722 -8.646073,115.6673 -8.804771,115.6397 -8.960353,115.6393 -8.986957,115.6335 -9.16598,115.6335 -9.16598,115.6335 -9.16598)"
6165758,YDB6266,TB AREK SUROBOYO 3,0,0,Tug,525006408,31,5.3,CLASS B,0,12323,NA,NA,NA,511,1160554,-7709557,0,2022-02-06T16:17:00Z,60,0101000020E6100000000000A08B035D400000002096D61EC0,ALERT-AISDOWN-3DAY,"LINESTRING(116.0577 -7.659632,119.064 0.819977,119.064 0.819977)"
754268,A8PD7,NOVA ERA,216,9331062,Cargo,636013757,137,13.6,BRPMA,9148,1885,2022-06-23T09:00:00Z,2022-06-21T05:43:00Z,NA,287,9547969,6336162,11.8,2021-11-05T11:47:00Z,44,0101000020E610000000000040B3DE5740000000E03A581940,ALERT-HLD-ALKI,"LINESTRING(118.6768 -2.092335,118.7487 -1.770382,118.8075 -1.51026,118.8636 -1.281283,118.8831 -1.18022,118.9221 -1.019725,118.9606 -0.856283,119.0036 -0.725792,119.031 -0.591853,119.0669 -0.405363,119.1 -0.251235,119.1158 -0.104963,119.1266 -0.005575,119.143 0.144012,119.1487 0.196305,119.1802 0.46443,119.236 0.982247,119.2527 1.135857,119.2689 1.285547,119.2867 1.441638,119.3054 1.598037,119.3134 1.682935,119.3295 1.83944,119.3458 1.974157,119.3489 2.017788,119.3678 2.214318,119.3845 2.346158,119.3845 2.346158)"
754297,A8PN2,SSV CATARINA,200,9612727,Special Craft,636013800,1,5.2,"BALIKPAPAN,INA",0,2700,2022-05-21T03:00:00Z,NA,NA,329,1169949,-1365193,5.4,2021-09-28T09:51:00Z,0,0101000020E610000000000080AC3F5D40000000A0D4D7F5BF,ALERT-HLD-ALKI,"LINESTRING(118.3915 -0.000647,118.41 0.032333,118.4165 0.048415,118.4273 0.080543,118.4358 0.110833,118.4435 0.133167,118.4685 0.174,118.4861 0.199217,118.5176 0.241878,118.5585 0.293098,118.5962 0.334973,118.6217 0.36026,118.647 0.385,118.6811 0.422152,118.7012 0.447108,118.7472 0.495788,118.78 0.527167,118.8082 0.539628,118.8359 0.563475,118.875 0.600667,118.8958 0.627665,118.9065 0.650167,118.9102 0.656832,118.9277 0.68,118.9504 0.70061,118.9662 0.723942,118.9758 0.744158,118.9883 0.768518,119.0015 0.791667,119.0214 0.813358,119.0438 0.826688,119.0628 0.838032,119.0628 0.838032)"
6167799,NA,HUOYUN 080,0,0,Cargo,800010151,0,8.7,CLASS B,0,31,NA,NA,NA,511,1186105,0.07167200000000001,10.3,2022-04-20T11:51:00Z,32,0101000020E61000000000006012A75D40000000A01859B23F,ALERT-ZEROSPEED-ALKI,"LINESTRING(118.2348 0.096568,118.2269 0.0874,118.2264 0.072858,118.2268 0.060998,118.2269 0.044382,118.2273 0.061007,118.3019 0.097812,118.4469 0.017603,118.5896 0.04933,118.656 0.02137,118.6059 0.107585,118.6076 0.068563,118.6106 0.071653,118.6105 0.071658,118.6105 0.071665,118.6105 0.071672,118.6105 0.071672)"
754898,A8VM7,LAN MAY,91,9410167,Cargo,636014631,117,11.8,KOREA GWANGYANG,1734,1194,2022-06-08T23:00:00Z,2022-06-09T09:55:00Z,NA,16,1201835,7285831,14.2,2021-09-25T04:44:00Z,43,0101000020E610000000000080BE0B5E40000000E0B0241D40,ALERT-HLD-ALKI,"LINESTRING(119.4065 2.535155,119.3975 2.44572,119.3732 2.270432,119.356 2.112702,119.3458 2.013652,119.3234 1.850447,119.3017 1.676013,119.2927 1.59657,119.2763 1.476592,119.267 1.34852,119.2592 1.22673,119.2378 1.082788,119.224 0.966912,119.2071 0.848943,119.1881 0.733207,119.1644 0.602453,119.1438 0.480155,119.1215 0.35356,119.0979 0.211383,119.0772 0.09157,119.0634 0.001825,119.0298 -0.186417,119.0073 -0.307808,118.9812 -0.430512,118.956 -0.55493,118.9351 -0.675288,118.9218 -0.777712,118.8981 -0.947912,118.8882 -1.017987,118.8601 -1.182168,118.8414 -1.287023,118.8222 -1.395635,118.8222 -1.395635)"
754900,A8VM9,QING MAY,91,9492220,Cargo,636014633,119,13.3,POHANG,1871,1073,2022-06-04T23:30:00Z,2022-06-05T02:07:00Z,NA,8,1201417,730717,13.9,2021-12-07T12:32:00Z,5,0101000020E6100000000000A011095E40000000C08A3A1D40,ALERT-HLD-ALKI,"LINESTRING(119.4027 2.73613,119.3837 2.557347,119.3787 2.498905,119.3079 1.84053,119.2959 1.72246,119.2718 1.419072,119.2641 1.358055,119.2475 1.235197,119.2036 0.958687,119.115 0.484253,119.0832 0.301762,119.0558 0.165717,119.0225 -0.004408,118.9846 -0.233453,118.9461 -0.44271,118.9146 -0.622487,118.8954 -0.72998,118.8598 -0.888547,118.8302 -1.075212,118.7964 -1.271758,118.7803 -1.355775,118.7369 -1.542558,118.6884 -1.835087,118.6716 -1.931007,118.6367 -2.144882,118.5964 -2.366918,118.561 -2.528712,118.5347 -2.695105,118.5347 -2.695105)"
755132,A8XX7,EDWARD N,184,9597185,Cargo,636014992,135,10.4,CN QDG,2824,712,2022-06-16T17:00:00Z,2022-06-15T15:00:00Z,NA,10,1199473,6541152,11.9,2021-09-28T09:42:00Z,37,0101000020E6100000000000A0A0FC5D40000000C0232A1A40,ALERT-HLD-ALKI,"LINESTRING(119.4103 1.794977,119.401 1.679877,119.3891 1.576257,119.3957 1.469003,119.3957 1.469003,119.4311 1.12228,119.3641 0.94658,119.2121 0.397683,119.2035 0.348147,119.1083 -0.103333,119.087 -0.209898,119.0686 -0.319893,119.0344 -0.445413,119.0344 -0.445413,119.0344 -0.445413)"
755132,A8XX7,EDWARD N,184,9597185,Cargo,636014992,135,10.4,CN QDG,2824,712,2022-06-16T17:00:00Z,2022-06-15T15:00:00Z,NA,10,1199473,6541152,11.9,2021-09-28T09:42:00Z,37,0101000020E6100000000000A0A0FC5D40000000C0232A1A40,ALERT-HLD-ALKI,"LINESTRING(119.1696 0.20685,119.1696 0.20685,119.2659 0.64852,119.3787 1.396037,119.4117 1.645,119.4227 1.781317,119.43 1.925,119.435 1.949385,119.4623 2.289205,119.5167 2.902745,119.5774 3.415967,119.6124 3.773977,119.6124 3.773977,119.6349 3.998993,119.6404 4.064603,119.6656 4.328252,119.6671 4.470858,119.6671 4.470858)"
755166,A8IU6,CARLOTTA STAR,71,9210050,Cargo,636015031,152,16.2,AUBNE,1948,1850,2022-05-14T04:00:00Z,2022-05-13T04:54:00Z,NA,100,1312519,-8936252,8.5,2021-09-28T09:53:00Z,18,0101000020E6100000000000A00F686040000000605CDF21C0,ALERT-HLD-ALKI,"LINESTRING(119.6982 -7.354122,115.6194 -6.0585,115.6194 -6.0585,114.5911 -5.854582,114.5625 -5.849065,114.3645 -5.781826,114.3645 -5.781826)"
755210,A8YL9,BENGANG,214,9406154,Cargo,636015085,106,11.9,BR PMA,0,3310,2022-06-10T11:00:00Z,NA,NA,279,9551188,6321543,12.6,2021-10-29T21:33:00Z,27,0101000020E6100000000000A0C2E05740000000A042491940,ALERT-HLD-ALKI,"LINESTRING(119.1018 0.282223,119.108 0.323363,119.1463 0.523892,119.1567 0.613507,119.1766 0.750412,119.2018 0.93846,119.2297 1.084673,119.251 1.225913,119.2666 1.38139,119.2811 1.542927,119.2942 1.63412,119.3022 1.7567,119.3143 1.849875,119.3349 2.006578,119.3436 2.11712,119.3651 2.273878,119.3742 2.365342,119.387 2.511282,119.3861 2.594912,119.4162 2.742262,119.4371 2.859062,119.4501 2.974248,119.4612 3.069603,119.4701 3.226252,119.4748 3.284393,119.486 3.38735,119.5024 3.51214,119.5194 3.617637,119.5423 3.742095,119.5517 3.894637,119.5562 3.955403,119.5562 3.955403)"
755219,A8YO6,TINA S,73,9498432,Cargo,636015094,128,11.3,"SAMALAJU,SARAWAK",556,1613,2022-06-17T21:00:00Z,2022-06-17T19:34:00Z,NA,84,1093283,3156373,16.2,2022-01-07T12:16:00Z,60,0101000020E6100000000000E002555B400000008040400940,ALERT-HLD-ALKI,"LINESTRING(116.9771 -6.409688,116.7616 -6.321318,116.6511 -6.270245,116.4894 -6.20224,116.3805 -6.155228,116.2158 -6.082248,116.0231 -5.997642,115.9117 -5.9547,115.7546 -5.890022,115.5935 -5.823053,115.5394 -5.800257,115.1951 -5.651705,115.024 -5.578008,114.5737 -5.386937,114.3669 -5.306358,114.1846 -5.23685,113.9627 -5.154622,113.8528 -5.113535,113.8528 -5.113535,113.5251 -4.991539,113.3629 -4.933018,113.1494 -4.856035,112.9869 -4.794436,112.9869 -4.794436)"
755239,A8YS7,APHRODITE L,144,9487615,Cargo,636015123,110,10.3,PK BQM,2337,1562,2022-05-07T20:00:00Z,2022-05-08T10:27:00Z,NA,286,9554887,6203873,13.3,2021-10-03T15:06:00Z,30,0101000020E6100000000000A020E3574000000020C4D01840,ALERT-HLD-ALKI,"LINESTRING(119.357 2.128792,119.3492 2.05669,119.311 1.83484,119.2816 1.651868,119.2681 1.522167,119.2503 1.379498,119.2307 1.293535,119.2079 1.19771,119.1525 1.083703,119.0892 0.98804,119.0335 0.888407,118.9359 0.754225,118.8527 0.680712,118.7725 0.607617,118.6517 0.49713,118.5462 0.395378,118.4568 0.305307,118.3532 0.200622,118.2805 0.132915,118.1853 0.041663,118.1225 -0.021122,117.9981 -0.144533,117.8894 -0.23222,117.812 -0.256215,117.7149 -0.2555,117.6751 -0.286732,117.6752 -0.28667,117.6753 -0.2867,117.6759 -0.287328,117.6761 -0.287953,117.6761 -0.288283,117.6761 -0.288283)"
755286,A8IM4,POHORJE,110,9294824,Cargo,636015181,99,9.9,AU FRE,1482,840,2022-05-21T05:00:00Z,2022-05-21T06:11:00Z,NA,161,1058093,-9068833,20.6,2021-09-26T17:30:00Z,27,0101000020E6100000000000A0CB735A40000000203E2322C0,ALERT-HLD-ALKI,"LINESTRING(117.9285 -6.903666,117.7618 -6.842167,117.5243 -6.758,117.055 -6.5965,116.8042 -6.506667,116.5758 -6.424,116.3897 -6.364666,113.9977 -5.605,113.8542 -5.565166,113.2497 -5.388167,112.4875 -5.166333,111.8778 -4.9065,111.8778 -4.9065,111.4435 -4.696667,111.1708 -4.5605,110.9562 -4.453333,110.7392 -4.354667,110.7392 -4.354667)"
